,state,gender,avg_fam_income,pobc2,avggift,domain,target_d,med_home_val_transformed
3,TX,Male,301.0,92,19,T2,25.0,-0.7320964331956448
4,AZ,U,308.0,20,11,T2,25.0,-0.10636412991651392
5,CA,Male,697.0,46,8,S1,15.0,1.5092803687278753
6,CA,Female,398.0,55,13,T2,13.0,1.0333154989014477
7,OR,Female,471.0,40,7,S2,5.0,0.4546060997197235
8,CA,Female,805.0,55,7,S1,7.0,2.0081965511971616
9,MI,Male,363.0,94,13,T2,26.0,-0.7743008730132901
10,CA,Female,591.0,72,5,S1,5.0,1.8267571663254154
11,CA,Male,491.0,62,4,C1,10.0,1.2256427289039067
12,CA,Female,426.0,39,6,U3,10.0,0.6054064824721291
13,MO,Female,301.0,71,10,S2,15.0,-0.9674681109762352
14,CA,Female,475.0,45,5,T1,7.0,1.3879046072377887
15,TX,Male,308.0,75,13,T2,17.0,-0.6450517741898251
16,MI,Female,338.0,80,8,S2,5.0,-0.4270494412937478
17,FL,Female,499.0,35,13,T2,20.0,0.15761078555540478
18,KY,Male,397.0,23,11,T2,15.0,-0.33213986134692797
19,TX,Male,556.0,46,14,S1,20.0,-0.09911758109306257
20,OK,Male,618.0,48,15,S1,20.0,0.15885070544280577
21,CA,Female,958.0,36,17,S1,25.0,2.812689083986156
22,CA,Female,835.0,50,10,S1,12.5,2.1809908199581183
23,TX,Female,697.0,63,17,C1,25.0,-0.0049800489099860535
24,WA,Female,313.0,39,16,C2,10.0,-0.2458532295182031
25,NV,Female,562.0,8,7,S2,8.0,0.5345663584551932
26,CA,Female,666.0,41,32,C1,20.0,2.075037047704391
27,MD,Male,700.0,30,9,T2,15.0,0.8195933145090067
28,TX,Male,264.0,47,26,C3,15.0,-0.8555167479595067
29,FL,Female,469.0,11,11,C2,25.0,0.3264816591304216
30,WA,Female,490.0,59,7,0,10.0,0.7556082209195832
31,CA,Male,355.0,57,6,U2,9.0,0.5184472338592656
32,TX,U,94.0,69,13,C3,25.0,-1.343192295799315
33,TN,Female,427.0,58,17,S1,32.0,-0.09622795056489654
34,MN,Male,395.0,87,12,R3,10.0,-0.7299094420615095
35,FL,Male,375.0,44,5,S2,5.0,-0.33549094828253617
36,FL,Female,562.0,8,22,C1,33.0,0.8831924892263244
37,LA,Male,0.0,0,5,T2,6.0,-4.179469891894217
38,WA,Female,352.0,47,8,C3,12.0,0.00862177812819654
39,NC,U,332.0,90,14,C3,25.0,-0.549345444778412
40,CA,Female,811.0,54,11,U1,10.0,2.3535187522967496
41,IL,Male,337.0,91,4,C3,5.0,-0.7810811072350454
42,CO,Female,561.0,28,6,S1,3.0,0.29467559662373294
43,CA,Female,950.0,45,34,S1,38.0,1.8005347361799098
44,CA,Male,444.0,54,9,R2,5.0,0.2692754652089982
45,FL,Male,442.0,14,12,C2,5.0,-0.014567971287116625
46,AR,Male,296.0,84,7,R3,10.0,-1.1358232566070894
47,ND,Male,259.0,87,5,R3,15.0,-1.4146313227454586
48,CA,Female,709.0,43,6,S1,6.0,1.2094052376529438
49,NV,Male,450.0,28,6,S2,7.0,0.245860283356932
50,FL,Female,312.0,46,10,S2,12.0,-0.15501931913464834
51,CA,Female,410.0,43,10,S2,10.0,0.9236491428260182
52,WA,Female,365.0,63,20,T2,15.0,-0.9417852772587388
53,MO,Female,357.0,64,10,C2,20.0,-0.48880961313053733
54,MI,Male,1079.0,44,18,C1,25.0,1.5500673971697536
55,KS,Female,582.0,45,7,C1,10.0,0.0474516895403649
56,TN,Female,537.0,43,20,S1,25.0,0.25994701287171146
57,CA,Female,777.0,41,12,S1,50.0,2.6231237989289196
58,KS,Male,324.0,62,14,C3,20.0,-0.8224628679896924
59,FL,Male,539.0,26,20,T1,25.0,0.08410930963129401
60,AR,Male,305.0,31,14,R2,14.0,-0.41287500574457836
61,KY,Male,258.0,81,3,T2,6.0,-0.8062247647425406
62,TX,Male,553.0,57,5,0,10.0,-0.37972699783030006
63,UT,Female,339.0,54,10,S2,10.0,-0.28921805970893805
64,CA,Male,891.0,41,12,S1,13.0,2.284591628760621
65,TX,Female,265.0,87,10,R3,12.0,-1.0895460081749477
66,SC,Female,511.0,68,7,T1,10.0,-0.0747170107953322
67,CA,Male,450.0,46,10,S2,15.0,0.9736725585730165
68,FL,Male,432.0,21,6,S2,10.0,-0.08042567622442208
69,CA,Male,288.0,47,8,R3,10.0,-0.3935969734643643
70,FL,Male,446.0,32,13,S2,15.0,-0.16252062299760014
71,CA,Male,609.0,42,9,S1,11.0,2.5375320764520866
72,CA,Female,0.0,0,15,U2,25.0,-4.179469891894217
73,MO,Female,412.0,76,28,S2,28.0,0.08540389360475387
74,FL,Male,782.0,33,15,S1,15.0,1.3820413692654223
75,TX,Male,292.0,71,4,R2,5.0,-0.7082215122293798
76,NM,Female,313.0,32,5,C2,5.0,0.10726175624702776
77,TX,Female,784.0,27,6,U3,6.0,0.7086858758137229
78,CA,Female,356.0,62,20,C2,25.0,-0.07044851795921828
79,IN,Female,399.0,61,20,R1,25.0,-0.7125329067895404
80,WI,Female,273.0,90,4,T3,5.0,-1.1387709456652735
81,CA,Male,309.0,60,12,S1,16.0,-0.4758866911302522
82,SC,Male,488.0,35,15,T1,17.0,-0.25857832880255766
83,WA,Female,308.0,48,9,U3,20.0,0.018077418062098016
84,NC,U,566.0,42,14,S2,20.0,0.6398374550017033
85,WA,Female,430.0,57,8,R2,14.0,-0.24426975932149408
86,TX,Female,262.0,59,9,C3,16.0,-0.7430819672213929
87,SC,Male,382.0,73,7,T2,11.0,-0.41994579005592064
88,OK,Female,486.0,54,5,C2,5.0,-0.3472769672021716
89,CA,Female,223.0,38,3,U4,3.0,0.18101753498626522
90,MI,Female,466.0,87,19,T2,46.0,-0.49624421501967403
91,LA,Male,459.0,71,10,R1,17.0,-0.2827178527806204
92,TX,U,341.0,72,5,R2,6.0,-0.8531295386003706
93,WA,Female,384.0,51,9,T2,13.0,-0.07187011520822334
94,AK,U,469.0,29,15,R2,25.0,-0.3659807307868224
95,MI,Female,274.0,76,16,U4,35.0,-1.1930140793502664
96,IL,Male,528.0,75,7,U2,10.0,0.17611621100356098
97,LA,Male,328.0,79,9,T2,15.0,-0.357451005669638
98,IA,Male,313.0,20,14,S3,20.0,-0.9571365026048338
99,CA,Female,691.0,40,13,U1,16.0,1.428498528257884
100,MT,U,387.0,54,11,R1,5.0,-0.25857832880255766
101,WI,Female,346.0,81,8,T2,12.0,-0.7017786047286195
102,IL,Female,380.0,84,9,R2,22.0,-0.9190784064116148
103,MI,Female,267.0,70,9,R3,20.0,-1.055879764451308
104,WA,U,296.0,43,4,R3,10.0,-0.891828010645109
105,GA,Female,342.0,39,5,C3,7.0,-0.26177566778737754
106,NM,Male,337.0,46,17,U2,20.0,-0.3506608998143235
107,OK,U,366.0,34,10,C2,15.0,-0.40935182873983966
108,TX,Female,609.0,43,4,C1,3.0,0.07371678207116743
109,CA,Female,369.0,32,9,U3,15.0,0.7277750089562384
110,LA,U,331.0,75,17,T2,10.0,-0.5378065853949795
111,CA,Female,669.0,37,24,S1,25.0,1.8809039764180806
112,VA,Female,376.0,63,4,S1,5.0,-0.17611163874334154
113,MI,Male,672.0,71,10,T1,10.0,0.7367980240874481
114,CA,Female,395.0,36,15,U4,20.0,1.1482555712828257
115,IL,Female,718.0,51,7,C1,10.0,0.6293841354099987
116,OR,Female,292.0,42,9,C3,10.0,-0.5416429418034265
117,MI,Female,651.0,72,10,S1,10.0,0.1439121156978522
118,IL,Male,252.0,58,10,S3,20.0,-1.1124794431370166
119,IL,Female,455.0,70,12,S2,16.0,0.835048640834177
120,KS,Female,777.0,29,7,S2,10.0,0.5703258520460157
121,CA,Female,599.0,49,10,U1,5.0,1.5416081803437591
122,CA,U,449.0,37,8,U2,15.0,1.535545553191824
123,TN,Male,389.0,81,13,R2,30.0,-0.598414860752015
124,TN,Male,318.0,71,11,T2,15.0,0.06588017861127927
125,TX,Female,315.0,62,7,C1,9.0,-0.7190244091553011
126,FL,Male,410.0,6,10,C2,12.0,-0.06194468642381974
127,CA,Male,362.0,59,14,R1,20.0,-0.05489161412565904
128,NM,Female,290.0,52,11,R2,20.0,-0.3866463605068117
129,NM,Male,325.0,45,8,C1,7.0,-0.5339800800365458
130,CA,Female,523.0,36,14,S1,18.0,1.4938612637613635
131,IL,Male,489.0,71,10,S2,20.0,-0.374557788445792
132,MO,Female,285.0,64,8,C3,8.0,-0.7947401161358346
133,NC,Male,349.0,64,9,T2,10.0,-0.5131077982825574
134,MI,Female,474.0,73,4,U2,10.0,-0.32379356062865555
135,CA,Female,544.0,58,11,S1,10.0,0.682930353049961
136,SC,Female,498.0,63,8,T2,8.0,-0.3659807307868224
137,SD,Male,536.0,51,12,T1,11.0,-0.07756885778399793
138,CA,Female,381.0,54,20,S2,20.0,1.0263451032232767
139,FL,Male,529.0,27,10,S1,10.0,0.1489061391631321
140,IN,Female,406.0,77,9,T2,16.0,-0.522559087368877
141,IL,Female,296.0,13,20,T2,20.0,-1.0149664708226138
142,AL,Female,386.0,74,9,R3,15.0,-0.9571365026048338
143,MI,Female,386.0,68,15,0,5.0,-0.5435648326022793
144,WA,Female,272.0,48,13,0,23.0,-0.6429928190749371
145,MI,Male,275.0,91,9,R3,10.0,-1.0503512754599025
146,GA,Male,548.0,46,5,T1,9.0,0.0905723461338509
147,CA,U,447.0,58,10,S2,20.0,0.9162807572368292
148,GA,Female,764.0,39,15,C1,25.0,1.505589859894772
149,MN,Female,304.0,80,10,R2,15.0,-0.7675529997275335
150,CA,Male,580.0,50,20,U1,25.0,1.9266730448487581
151,AE,Female,0.0,0,12,C1,50.0,-4.179469891894217
152,CA,Female,167.0,16,6,U2,6.0,1.2514983771602364
153,TX,Female,279.0,80,15,T2,20.0,-1.1124794431370166
154,NC,U,462.0,72,12,T2,20.0,-0.7541529159608809
155,WI,Female,320.0,84,15,R1,25.0,-1.1656068494301792
156,TX,Female,481.0,72,9,S1,10.0,-0.41287500574457836
157,MN,Female,493.0,79,5,S2,5.0,-0.020071757188236283
158,WA,Female,541.0,59,11,T2,25.0,-0.3055873497240414
159,CA,Male,392.0,20,10,U1,10.0,1.572862970341402
160,GA,Male,285.0,91,9,C1,20.0,-0.9571365026048338
161,MI,Male,278.0,56,7,C1,9.0,0.1526421186173862
162,Arizona,Male,265.0,7,6,C3,2.0,-0.3780020018800287
163,FL,Male,410.0,36,11,C2,12.0,-0.30394270488663794
164,FL,Female,266.0,21,8,T2,5.0,-0.5358921050074062
165,IL,Female,465.0,73,8,U4,10.0,0.16873794420701352
166,IL,Female,303.0,72,12,S3,17.0,-0.9016747304329094
167,TX,U,264.0,79,15,R3,20.0,-0.7563774918603543
168,GA,Female,441.0,49,20,T2,25.0,-0.1715685319374493
169,CA,Female,388.0,58,5,R2,6.0,-0.05067423359208416
170,NC,U,636.0,37,7,S1,11.0,0.2173403476550626
171,MO,Female,273.0,75,10,R2,16.0,-1.3783883985466094
172,Arizona,Male,497.0,2,25,C1,10.0,0.6034748626706498
173,NC,U,475.0,64,6,S2,25.0,-0.14457571784693507
174,TX,Male,725.0,47,15,U1,15.0,0.011328863809436988
175,MO,Female,390.0,87,5,T2,20.0,-0.7233684848482889
176,MS,U,258.0,56,12,R3,30.0,-0.7970295518714087
177,CA,Female,888.0,56,8,U1,10.0,2.864465185715819
178,FL,U,441.0,30,9,S2,25.0,0.2173403476550626
179,Arizona,Male,498.0,14,12,C1,25.0,-0.09911758109306257
180,CA,Female,497.0,25,18,U1,20.0,1.7723677433371934
181,FL,Female,553.0,26,28,S2,30.0,0.19442473379647945
182,FL,Female,467.0,5,25,C1,25.0,0.6025082995227593
183,MI,Female,313.0,65,9,0,3.0,-0.1565167913912769
184,TX,Male,319.0,81,16,R2,25.0,-1.1328822511950674
185,SC,Female,307.0,88,4,C3,10.0,-0.63888362052095
186,MI,Female,495.0,88,8,T2,5.0,-0.10201233759868338
187,IL,Female,380.0,87,5,R2,10.0,-0.8436215150088678
188,MS,Male,308.0,83,6,R2,6.0,-0.7878940651988637
189,CA,Female,488.0,46,7,C2,10.0,0.34885503167604687
190,NE,Male,345.0,84,3,T2,20.0,-0.7364804949745206
191,NM,Female,289.0,49,8,U2,20.0,-0.16854690813719647
192,LA,Male,291.0,54,15,U2,20.0,-0.44315468576614836
193,CO,Male,660.0,38,15,S1,15.0,0.3499663283627447
194,MO,Male,297.0,86,15,R3,10.0,-1.6101742825974206
195,OR,Male,267.0,21,10,T2,20.0,-0.8436215150088678
196,MO,Female,642.0,74,13,S1,20.0,0.43246321380137215
197,MO,Male,365.0,81,5,R2,15.0,-0.3780020018800287
198,MI,Female,391.0,75,6,S2,10.0,-0.3901177402139729
199,FL,Female,289.0,27,7,S2,14.0,-0.5609745782327703
200,CA,Female,571.0,36,20,C1,8.0,1.3365391729809233
201,CA,Female,397.0,62,11,R2,20.0,0.21494241148630286
202,OR,Male,422.0,38,8,T2,15.0,0.1212565745661095
203,KS,Male,755.0,16,8,S1,16.0,0.564413898299286
204,CA,Female,683.0,42,16,S1,20.0,2.095951412464216
205,WA,U,380.0,48,13,C2,12.0,-0.10346164470397709
206,OR,Female,390.0,45,9,T2,12.0,-0.07187011520822334
207,TX,Female,366.0,67,15,T2,15.0,-0.5687783028078057
208,WA,U,89.0,29,4,R3,5.0,-4.179469891894217
209,TX,Female,232.0,72,15,C3,15.0,-1.0149664708226138
210,CA,Female,614.0,40,32,S1,50.0,1.9479573908694507
211,WA,Female,289.0,61,5,R2,5.0,-0.7901723867591488
212,CA,Male,668.0,60,13,C1,10.0,0.8005336668955026
213,FL,Male,322.0,63,15,C3,15.0,-0.6185094213930333
214,WI,U,429.0,91,11,R2,17.0,-0.31383660843179834
215,NM,Male,338.0,51,6,T2,10.0,-0.5590300505263865
216,FL,Female,427.0,33,13,S3,15.0,-0.5416429418034265
217,CA,Female,569.0,44,4,U1,5.0,1.0867170382427787
218,Arizona,Female,318.0,27,6,R2,5.0,-0.19748449561529732
219,CA,Female,556.0,35,15,U2,21.0,0.5574926035988191
220,GA,Female,324.0,84,20,R2,15.0,-0.7082215122293798
221,MO,Female,593.0,67,18,C1,24.0,0.7421913514185516
222,FL,Male,316.0,16,10,S2,11.0,-0.2762444041624213
223,LA,Female,213.0,92,4,C3,5.0,-0.9674681109762352
224,WI,Female,521.0,80,10,S1,16.0,0.08540389360475387
225,NC,U,326.0,73,2,T2,2.0,-0.6533168573520618
226,CA,Male,816.0,26,26,T1,30.0,2.6036303977921085
227,CA,Female,573.0,48,15,C1,36.0,0.31632066231575834
228,CA,Male,459.0,47,9,U2,20.0,1.3511543633058114
229,MO,Male,459.0,75,3,R2,5.0,-0.41994579005592064
230,TX,Female,810.0,66,16,C1,45.0,0.8376125515521723
231,CA,Male,818.0,52,20,U1,20.0,2.0601886066309647
232,SC,Female,373.0,80,8,T2,10.0,-0.7743008730132901
233,CA,Female,1146.0,55,7,T1,15.0,2.6116754531467077
234,TX,Male,467.0,59,25,U1,10.0,-0.2144799923044372
235,IN,Female,356.0,43,20,R2,20.0,-0.7039230309187412
236,WI,U,340.0,62,15,C3,5.0,-0.9091063936988398
237,NC,Female,335.0,56,8,T2,7.0,-0.37283856098748525
238,CA,Female,386.0,64,4,C2,3.0,0.29352898030689056
239,TN,Female,328.0,44,7,S2,7.0,-0.0861543083010986
240,SC,Female,260.0,79,16,R2,22.0,-0.9316466137230516
241,IL,Male,444.0,66,20,U2,51.0,0.21853807328081232
242,IL,Male,340.0,60,21,C3,25.0,-0.7475000106525315
243,GA,Female,416.0,87,11,R2,25.0,-0.6783983769824377
244,LA,Male,256.0,96,6,T3,7.0,-0.8388917657725647
245,NE,Male,1118.0,56,13,S1,15.0,1.3911549411435693
246,CA,Female,297.0,49,25,C2,20.0,0.5791584776409295
247,IL,Female,386.0,81,6,T2,8.0,-0.3472769672021716
248,IL,Male,319.0,75,3,T2,5.0,-0.069028151099092
249,CA,Female,542.0,58,12,S2,14.0,1.6066141167108108
250,TX,Male,304.0,61,14,S3,25.0,-1.081048395049642
251,CA,Female,583.0,54,450,C1,20.0,1.120313197136976
252,IL,Female,496.0,80,18,T2,21.0,0.10086217325134456
253,FL,Male,305.0,53,8,R2,20.0,-0.9016747304329094
254,IL,Male,465.0,69,5,S2,11.0,0.05273761058110388
255,NM,Female,298.0,56,11,R2,10.0,-0.62662503917123
256,OK,Male,414.0,36,14,U2,10.0,-0.20673234125083403
257,OK,Female,700.0,60,5,C1,5.0,0.3731446409636288
258,TX,Female,452.0,48,12,S1,15.0,0.007266584739606519
259,KY,Male,195.0,80,6,U4,15.0,-1.1270201512072489
260,FL,Female,326.0,27,15,S3,23.0,-0.33549094828253617
261,IA,Male,301.0,87,9,R2,15.0,-1.1211843683621177
262,MI,Male,372.0,69,9,R2,11.0,-0.5964204439105331
263,CA,Female,913.0,50,20,S1,25.0,1.895918739993861
264,CA,Male,285.0,38,20,C3,25.0,0.25643597164989734
265,NE,Female,0.0,0,38,S2,43.0,-4.179469891894217
266,FL,Male,633.0,20,14,C1,30.0,1.060193948308613
267,TX,Female,0.0,0,15,S2,21.0,-4.179469891894217
268,OR,Female,483.0,44,25,S2,25.0,0.2173403476550626
269,MO,Male,287.0,82,6,R2,9.0,-1.4482070451211517
270,TN,Female,569.0,47,7,S1,5.0,0.05800696086219617
271,KY,Male,285.0,85,10,R3,10.0,-1.0096050775710552
272,NE,Female,503.0,68,4,S1,4.0,-0.13863809689897938
273,IL,Male,486.0,67,35,R2,40.0,0.05273761058110388
274,NM,Male,609.0,24,10,0,7.0,0.20411043249661748
275,CA,Male,678.0,61,13,C1,15.0,1.3278547796805829
276,CA,U,581.0,66,4,U2,5.0,1.1901785917182304
277,MN,Male,269.0,85,11,R2,20.0,-1.0586526952537085
278,CA,Male,993.0,43,28,S1,25.0,2.934514638639929
279,NC,U,396.0,67,5,T2,7.0,-0.3608572546337867
280,NC,U,329.0,84,9,T2,15.0,-0.5074655205727255
281,IL,Male,336.0,62,12,U3,16.0,-0.3659807307868224
282,KS,Male,402.0,65,17,S2,20.0,-0.549345444778412
283,IL,Female,351.0,86,11,R2,25.0,-1.0016030513275997
284,FL,Female,544.0,30,7,T1,20.0,0.3731446409636288
285,SC,Female,350.0,69,12,S2,15.0,-0.354052233400387
286,CA,Male,660.0,55,4,S1,4.5,0.8410258215539095
287,FL,Female,411.0,13,8,0,18.0,-0.2348019988038995
288,TX,Female,507.0,50,6,T2,3.0,-0.3642710186102954
289,WA,Female,542.0,50,8,S1,9.0,0.7830412028201417
290,CA,Female,1144.0,26,16,S1,15.0,2.952322743682382
291,HI,Male,382.0,67,20,T2,20.0,0.6227014279125067
292,FL,Female,266.0,11,20,T2,20.0,-0.7497141879320699
293,CO,Male,313.0,32,8,C2,10.0,-0.4306137033596823
294,MI,Male,394.0,74,9,R2,15.0,-0.5570880686073313
295,WA,U,485.0,32,11,S2,15.0,0.77776220273217
296,TX,Female,526.0,41,5,R2,5.0,0.2992546037547833
297,NC,U,427.0,69,6,C2,8.0,-0.3780020018800287
298,MI,Female,391.0,87,9,T2,10.0,-0.5093439213211426
299,CA,Female,368.0,64,15,T2,20.0,-0.2601761894297216
300,MI,Female,533.0,41,27,U2,100.0,-0.8062247647425406
301,WA,Female,361.0,52,8,T2,15.0,-0.0008878148182418522
302,FL,Female,387.0,21,12,C2,25.0,-0.1268277580034095
303,MN,Male,849.0,66,14,0,15.0,0.9064129423807251
304,TN,Female,318.0,80,12,U3,15.0,-0.7810811072350454
305,OK,Female,284.0,76,5,R2,5.0,-1.1182762604360532
306,SC,Male,285.0,90,4,R3,4.0,-0.8992064270546265
307,TX,Male,579.0,71,12,U1,10.0,0.7187089132610144
308,WI,Female,370.0,84,8,R2,8.0,-0.374557788445792
309,MI,Female,403.0,85,11,R2,21.0,-0.5924397016050645
310,FL,Male,432.0,33,15,S2,10.0,-0.2843403858960891
311,WA,U,456.0,49,10,S2,10.0,0.33658463388794685
312,WI,Female,462.0,80,8,T2,10.0,-0.3055873497240414
313,MO,Male,297.0,72,11,R3,20.0,-0.8039203125298692
314,CA,Male,523.0,50,6,U1,10.0,1.2563537898441357
315,CO,Female,406.0,37,9,S2,14.0,-0.29247827811896904
316,CA,Male,442.0,54,11,S1,17.0,0.4775165967675184
317,FL,Male,417.0,33,11,S3,20.0,0.04480247705386058
318,FL,Male,193.0,31,6,T2,8.0,-0.5805616007078276
319,OR,Male,485.0,45,12,T2,19.0,0.08540389360475387
320,MN,Female,672.0,71,9,S1,16.0,0.2704380330066462
321,FL,Female,265.0,32,4,S3,5.0,-0.6409367710242053
322,IL,Female,253.0,72,10,C2,20.0,-0.8820512613457141
323,CA,Male,896.0,46,20,T1,20.0,2.918281082474297
324,WA,Female,435.0,46,6,R2,20.0,0.564413898299286
325,WA,Female,464.0,54,12,S2,25.0,0.3185837155478223
326,AR,Male,152.0,83,17,C3,16.0,-1.177715630377645
327,MI,Female,445.0,69,7,T2,20.0,-0.6024118283987882
328,TX,Female,664.0,38,5,U1,6.0,0.9927013153956576
329,Arizona,Male,491.0,0,25,C2,25.0,-0.07899664431462551
330,TX,Female,538.0,62,9,R1,15.0,0.3665529865857094
331,CA,Female,484.0,64,10,R1,25.0,1.3022608247427228
332,MO,Female,686.0,44,24,S1,10.0,1.4361434102634052
333,WA,Female,628.0,52,37,C1,25.0,0.3219728697491794
334,TX,Male,324.0,41,8,S2,15.0,-0.41287500574457836
335,NC,U,295.0,79,6,T3,10.0,-0.9520001071694866
336,MN,Male,403.0,88,10,T2,15.0,-0.9041474802122478
337,IL,Male,419.0,63,8,U2,11.0,-0.522559087368877
338,IL,Male,0.0,0,11,U1,10.0,-4.179469891894217
339,SC,Female,388.0,72,11,T2,25.0,-0.6144684247257568
340,TX,Female,279.0,55,10,S1,20.0,0.25526405466577223
341,CA,Female,838.0,45,12,U2,20.0,2.0423414411620366
342,NE,Female,308.0,61,8,T2,10.0,-0.7082215122293798
343,AR,Female,301.0,59,17,C2,21.0,-0.6205341092678468
344,AL,Female,389.0,84,12,R2,10.0,-0.8154806187834414
345,GA,Male,507.0,52,7,S1,21.0,0.34217260819591366
346,TX,Male,359.0,53,16,C1,23.0,-0.5282586647649516
347,WI,Female,428.0,88,7,T2,10.0,-0.48695668549645404
348,MT,U,344.0,75,11,R2,20.0,-0.891828010645109
349,IL,Male,203.0,67,11,U4,10.0,-1.2273302807146393
350,AK,Female,559.0,33,7,T2,10.0,0.29238161591644213
351,CA,Female,589.0,44,6,S1,2.0,1.2941128527101422
352,FL,Male,254.0,41,9,C3,25.0,-0.8507464268764371
353,MN,Female,350.0,84,9,T2,15.0,-0.5726956435108461
354,WY,Female,457.0,39,9,R1,15.0,-0.36940583980422775
355,TN,Male,411.0,57,5,C2,5.0,-0.3523556391358359
356,IL,Female,156.0,58,20,U4,36.0,-0.8555167479595067
357,CA,Female,445.0,52,8,S2,10.0,1.1923238101961247
358,MS,Male,252.0,89,25,R2,20.0,-0.9648778023237137
359,KY,Female,361.0,55,9,T2,10.0,-0.45761504693669114
360,CA,Male,555.0,40,25,S1,75.0,1.8663121670319565
361,FL,Female,570.0,20,5,S1,7.0,0.308377052060748
362,TN,Male,524.0,74,15,T1,15.0,0.22928056798182098
363,WI,U,348.0,88,11,T2,15.0,-0.3814539266195163
364,CA,Female,351.0,13,5,S2,11.0,0.7698163120272017
365,KY,Male,334.0,71,9,C3,12.0,-0.8796178721734655
366,TX,Female,228.0,67,15,T3,5.0,-1.3606638894479692
367,MI,Female,605.0,70,7,S2,10.0,-0.02421162310607839
368,CA,Female,492.0,58,11,S1,15.0,0.8221778103405961
369,FL,Female,450.0,5,2,U2,3.0,0.917100835583015
370,FL,Female,368.0,32,15,T2,15.0,-0.3642710186102954
371,MI,Male,437.0,75,13,C2,20.0,-0.45761504693669114
372,AR,Female,286.0,69,12,R2,20.0,-0.9778793128216712
373,AR,Male,282.0,42,13,T3,12.5,-0.9066246950430605
374,WA,U,382.0,53,6,T2,10.0,-0.2843403858960891
375,NV,Female,781.0,44,12,C3,15.0,0.7123367561887661
376,AR,Female,239.0,76,4,R3,5.0,-1.1270201512072489
377,FL,Male,587.0,30,13,C1,16.0,0.5083002773830545
378,SD,U,375.0,80,5,R2,6.0,-0.6512461778255472
379,WA,U,363.0,66,14,C2,19.0,-0.05489161412565904
380,WA,U,384.0,61,20,S2,35.0,0.07892103750978721
381,MI,Male,534.0,64,15,U2,20.0,-0.3988306393823973
382,NC,Male,319.0,60,6,R2,6.0,-0.13567743371817365
383,MI,Female,211.0,72,8,U4,5.0,-1.3466667823693885
384,CA,Male,436.0,15,10,C1,12.0,1.0448790573239415
385,OR,Female,355.0,45,5,T2,8.0,-0.7810811072350454
386,MI,Male,440.0,83,9,C2,11.0,-0.464897253027651
387,WA,U,543.0,64,8,T2,5.0,0.6680534009586448
388,OR,Female,347.0,51,10,S2,15.0,-0.5435648326022793
389,NC,U,318.0,56,19,T2,20.0,-0.5358921050074062
390,IL,Female,434.0,79,20,C2,20.0,0.18101753498626522
391,IL,Female,387.0,85,13,R2,21.0,-0.5358921050074062
392,FL,Female,340.0,24,11,T2,37.0,-0.3988306393823973
393,AR,Female,340.0,61,4,T2,5.0,-0.5474160765957039
394,NC,U,762.0,76,6,C1,10.0,0.6455147312951364
395,IL,Female,342.0,83,7,R2,14.0,-1.2955488686149568
396,MI,Male,400.0,67,11,C2,10.0,-0.20056117093869524
397,CA,Female,433.0,59,4,T2,5.0,0.8469845997520484
398,FL,Male,284.0,7,5,C3,5.0,-0.4306137033596823
399,IN,Male,433.0,68,5,S2,5.0,-0.6225616021524494
400,MN,Female,438.0,70,8,C1,15.0,-0.036693714376620876
401,NV,Male,337.0,39,8,0,14.0,-0.9545658721566316
402,TX,Female,455.0,43,13,U1,15.0,-0.031134485301527865
403,IL,Male,662.0,81,5,U1,6.0,0.5722923069370232
404,GA,Female,254.0,81,6,R3,5.0,-0.9367065071742326
405,KY,Male,187.0,72,21,R3,10.0,-1.2432405690319621
406,KS,Female,249.0,64,4,C2,7.0,-1.1807607453220945
407,CA,Female,419.0,38,12,U1,20.0,1.2051481920931384
408,Arizona,Male,0.0,0,17,C3,25.0,-4.179469891894217
409,CO,Male,765.0,24,8,T1,20.0,0.95123845958398
410,ID,Female,550.0,26,16,R1,50.0,1.152632613069346
411,CA,Male,1204.0,36,11,T1,15.0,2.9145466153279935
412,AL,U,457.0,50,10,T1,11.0,-0.3188071451347322
413,NC,U,318.0,60,9,T2,10.0,-0.36940583980422775
414,FL,Male,469.0,16,7,C2,5.0,0.03682964755499681
415,TX,Male,602.0,73,5,C1,6.0,-0.10781731336848151
416,AL,U,1105.0,62,15,S1,15.0,1.3741982870652079
417,IL,Female,1179.0,70,10,S1,24.0,2.0165352623861468
418,OK,Male,221.0,65,15,T3,50.0,-0.9674681109762352
419,TX,Male,479.0,77,8,T1,15.0,-0.5131077982825574
420,ND,Female,398.0,79,19,T1,25.0,-0.783348439151691
421,OR,Female,323.0,47,12,C2,10.0,-0.5037157603128375
422,FL,Female,363.0,7,3,C2,4.0,-0.317148541060954
423,CA,Female,427.0,63,17,C2,25.0,0.19199479959923418
424,MI,Female,504.0,89,20,T2,34.0,-0.20364377727494642
425,IL,Male,364.0,84,10,R2,10.0,-0.7947401161358346
426,CA,Male,492.0,13,13,C2,19.0,0.9146395702566705
427,TX,Female,743.0,38,6,C1,6.0,0.4795851062102416
428,AL,Female,286.0,87,8,C2,7.0,-0.9291236949685212
429,CA,Female,544.0,58,13,S1,20.0,0.682930353049961
430,AL,Female,311.0,82,4,T2,5.0,-0.7408780763442601
431,SC,Male,467.0,70,9,T2,12.5,-0.1776288657806595
432,CA,Female,408.0,62,6,S1,6.0,0.8469845997520484
